"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingGemeenteWijkBuurt_4"
"15005";"BU08554101";"Tilburg                                 ";"Buurt     ";"BU08554101";"1"
"15006";"WK085542  ";"Tilburg                                 ";"Wijk      ";"WK085542  ";"1"
"15007";"BU08554201";"Tilburg                                 ";"Buurt     ";"BU08554201";"1"
"15008";"BU08554202";"Tilburg                                 ";"Buurt     ";"BU08554202";"1"
"15009";"BU08554203";"Tilburg                                 ";"Buurt     ";"BU08554203";"1"
"15010";"BU08554204";"Tilburg                                 ";"Buurt     ";"BU08554204";"1"
"15011";"BU08554205";"Tilburg                                 ";"Buurt     ";"BU08554205";"1"
"15012";"BU08554206";"Tilburg                                 ";"Buurt     ";"BU08554206";"1"
"15013";"BU08554207";"Tilburg                                 ";"Buurt     ";"BU08554207";"1"
"15014";"WK085543  ";"Tilburg                                 ";"Wijk      ";"WK085543  ";"1"
"15015";"BU08554301";"Tilburg                                 ";"Buurt     ";"BU08554301";"1"
"15016";"BU08554302";"Tilburg                                 ";"Buurt     ";"BU08554302";"1"
"15017";"BU08554303";"Tilburg                                 ";"Buurt     ";"BU08554303";"1"
"15018";"BU08554304";"Tilburg                                 ";"Buurt     ";"BU08554304";"1"
"15019";"BU08554305";"Tilburg                                 ";"Buurt     ";"BU08554305";"1"
"15020";"BU08554306";"Tilburg                                 ";"Buurt     ";"BU08554306";"1"
"15021";"BU08554307";"Tilburg                                 ";"Buurt     ";"BU08554307";"1"
"15022";"BU08554308";"Tilburg                                 ";"Buurt     ";"BU08554308";"1"
"15023";"WK085544  ";"Tilburg                                 ";"Wijk      ";"WK085544  ";"1"
"15024";"BU08554401";"Tilburg                                 ";"Buurt     ";"BU08554401";"1"
"15025";"BU08554402";"Tilburg                                 ";"Buurt     ";"BU08554402";"1"
"15026";"BU08554403";"Tilburg                                 ";"Buurt     ";"BU08554403";"1"
"15027";"BU08554404";"Tilburg                                 ";"Buurt     ";"BU08554404";"1"
"15028";"BU08554405";"Tilburg                                 ";"Buurt     ";"BU08554405";"1"
"15029";"BU08554406";"Tilburg                                 ";"Buurt     ";"BU08554406";"1"
"15030";"WK085545  ";"Tilburg                                 ";"Wijk      ";"WK085545  ";"1"
"15031";"BU08554501";"Tilburg                                 ";"Buurt     ";"BU08554501";"1"
"15032";"BU08554502";"Tilburg                                 ";"Buurt     ";"BU08554502";"1"
"15033";"WK085546  ";"Tilburg                                 ";"Wijk      ";"WK085546  ";"1"
"15034";"BU08554601";"Tilburg                                 ";"Buurt     ";"BU08554601";"1"
"15035";"WK085547  ";"Tilburg                                 ";"Wijk      ";"WK085547  ";"1"
"15036";"BU08554701";"Tilburg                                 ";"Buurt     ";"BU08554701";"1"
"15037";"BU08554702";"Tilburg                                 ";"Buurt     ";"BU08554702";"1"
"15038";"BU08554703";"Tilburg                                 ";"Buurt     ";"BU08554703";"1"
"15039";"BU08554704";"Tilburg                                 ";"Buurt     ";"BU08554704";"1"
"15040";"WK085548  ";"Tilburg                                 ";"Wijk      ";"WK085548  ";"1"
"15041";"BU08554801";"Tilburg                                 ";"Buurt     ";"BU08554801";"1"
"15042";"BU08554802";"Tilburg                                 ";"Buurt     ";"BU08554802";"1"
"15043";"BU08554803";"Tilburg                                 ";"Buurt     ";"BU08554803";"1"
"15044";"BU08554804";"Tilburg                                 ";"Buurt     ";"BU08554804";"1"
"15045";"WK085549  ";"Tilburg                                 ";"Wijk      ";"WK085549  ";"1"
"15046";"BU08554901";"Tilburg                                 ";"Buurt     ";"BU08554901";"1"
"15047";"BU08554902";"Tilburg                                 ";"Buurt     ";"BU08554902";"1"
"15048";"BU08554903";"Tilburg                                 ";"Buurt     ";"BU08554903";"1"
"15049";"WK085550  ";"Tilburg                                 ";"Wijk      ";"WK085550  ";"1"
"15050";"BU08555001";"Tilburg                                 ";"Buurt     ";"BU08555001";"1"
"15051";"WK085551  ";"Tilburg                                 ";"Wijk      ";"WK085551  ";"1"
"15052";"BU08555101";"Tilburg                                 ";"Buurt     ";"BU08555101";"1"
"15053";"BU08555102";"Tilburg                                 ";"Buurt     ";"BU08555102";"1"
"15054";"WK085552  ";"Tilburg                                 ";"Wijk      ";"WK085552  ";"1"
"15055";"BU08555201";"Tilburg                                 ";"Buurt     ";"BU08555201";"1"
"15056";"BU08555202";"Tilburg                                 ";"Buurt     ";"BU08555202";"1"
"15057";"WK085553  ";"Tilburg                                 ";"Wijk      ";"WK085553  ";"1"
"15058";"BU08555301";"Tilburg                                 ";"Buurt     ";"BU08555301";"1"
"15059";"BU08555302";"Tilburg                                 ";"Buurt     ";"BU08555302";"1"
"15060";"BU08555303";"Tilburg                                 ";"Buurt     ";"BU08555303";"1"
"15061";"BU08555304";"Tilburg                                 ";"Buurt     ";"BU08555304";"1"
"15062";"WK085554  ";"Tilburg                                 ";"Wijk      ";"WK085554  ";"1"
"15063";"BU08555401";"Tilburg                                 ";"Buurt     ";"BU08555401";"1"
"15064";"BU08555402";"Tilburg                                 ";"Buurt     ";"BU08555402";"1"
"15065";"BU08555403";"Tilburg                                 ";"Buurt     ";"BU08555403";"1"
"15066";"BU08555404";"Tilburg                                 ";"Buurt     ";"BU08555404";"1"
"15067";"BU08555405";"Tilburg                                 ";"Buurt     ";"BU08555405";"1"
"15068";"BU08555406";"Tilburg                                 ";"Buurt     ";"BU08555406";"1"
"15069";"BU08555407";"Tilburg                                 ";"Buurt     ";"BU08555407";"1"
"15070";"WK085555  ";"Tilburg                                 ";"Wijk      ";"WK085555  ";"1"
"15071";"BU08555501";"Tilburg                                 ";"Buurt     ";"BU08555501";"1"
"15072";"BU08555502";"Tilburg                                 ";"Buurt     ";"BU08555502";"1"
"15073";"BU08555503";"Tilburg                                 ";"Buurt     ";"BU08555503";"1"
"15074";"WK085556  ";"Tilburg                                 ";"Wijk      ";"WK085556  ";"1"
"15075";"BU08555601";"Tilburg                                 ";"Buurt     ";"BU08555601";"1"
"15076";"BU08555602";"Tilburg                                 ";"Buurt     ";"BU08555602";"1"
"15077";"BU08555603";"Tilburg                                 ";"Buurt     ";"BU08555603";"1"
"15078";"WK085557  ";"Tilburg                                 ";"Wijk      ";"WK085557  ";"1"
"15079";"BU08555701";"Tilburg                                 ";"Buurt     ";"BU08555701";"1"
"15080";"BU08555702";"Tilburg                                 ";"Buurt     ";"BU08555702";"1"
"15081";"BU08555703";"Tilburg                                 ";"Buurt     ";"BU08555703";"1"
"15082";"BU08555704";"Tilburg                                 ";"Buurt     ";"BU08555704";"1"
"15083";"BU08555705";"Tilburg                                 ";"Buurt     ";"BU08555705";"1"
"15084";"WK085558  ";"Tilburg                                 ";"Wijk      ";"WK085558  ";"1"
"15085";"BU08555801";"Tilburg                                 ";"Buurt     ";"BU08555801";"1"
"15086";"BU08555802";"Tilburg                                 ";"Buurt     ";"BU08555802";"1"
"15087";"BU08555803";"Tilburg                                 ";"Buurt     ";"BU08555803";"1"
"15088";"WK085559  ";"Tilburg                                 ";"Wijk      ";"WK085559  ";"1"
"15089";"BU08555901";"Tilburg                                 ";"Buurt     ";"BU08555901";"1"
"15090";"BU08555902";"Tilburg                                 ";"Buurt     ";"BU08555902";"1"
"15091";"BU08555903";"Tilburg                                 ";"Buurt     ";"BU08555903";"1"
"15092";"BU08555904";"Tilburg                                 ";"Buurt     ";"BU08555904";"1"
"15093";"BU08555905";"Tilburg                                 ";"Buurt     ";"BU08555905";"1"
"15094";"WK085560  ";"Tilburg                                 ";"Wijk      ";"WK085560  ";"1"
"15095";"BU08556001";"Tilburg                                 ";"Buurt     ";"BU08556001";"1"
"15096";"BU08556002";"Tilburg                                 ";"Buurt     ";"BU08556002";"1"
"15097";"BU08556003";"Tilburg                                 ";"Buurt     ";"BU08556003";"1"
"15098";"BU08556004";"Tilburg                                 ";"Buurt     ";"BU08556004";"1"
"15099";"BU08556005";"Tilburg                                 ";"Buurt     ";"BU08556005";"1"
"15100";"BU08556006";"Tilburg                                 ";"Buurt     ";"BU08556006";"1"
"15101";"BU08556007";"Tilburg                                 ";"Buurt     ";"BU08556007";"1"
"15102";"WK085561  ";"Tilburg                                 ";"Wijk      ";"WK085561  ";"1"
"15103";"BU08556101";"Tilburg                                 ";"Buurt     ";"BU08556101";"1"
"15104";"BU08556102";"Tilburg                                 ";"Buurt     ";"BU08556102";"1"
"15105";"BU08556103";"Tilburg                                 ";"Buurt     ";"BU08556103";"1"
"15106";"WK085562  ";"Tilburg                                 ";"Wijk      ";"WK085562  ";"1"
"15107";"BU08556202";"Tilburg                                 ";"Buurt     ";"BU08556202";"1"
"15108";"WK085563  ";"Tilburg                                 ";"Wijk      ";"WK085563  ";"1"
"15109";"BU08556301";"Tilburg                                 ";"Buurt     ";"BU08556301";"1"
"15110";"BU08556302";"Tilburg                                 ";"Buurt     ";"BU08556302";"1"
"15111";"BU08556303";"Tilburg                                 ";"Buurt     ";"BU08556303";"1"
"15112";"BU08556304";"Tilburg                                 ";"Buurt     ";"BU08556304";"1"
"15113";"WK085564  ";"Tilburg                                 ";"Wijk      ";"WK085564  ";"1"
"15114";"BU08556401";"Tilburg                                 ";"Buurt     ";"BU08556401";"1"
"15115";"BU08556402";"Tilburg                                 ";"Buurt     ";"BU08556402";"1"
"15116";"BU08556403";"Tilburg                                 ";"Buurt     ";"BU08556403";"1"
"15117";"WK085565  ";"Tilburg                                 ";"Wijk      ";"WK085565  ";"1"
"15118";"BU08556501";"Tilburg                                 ";"Buurt     ";"BU08556501";"1"
"15119";"WK085566  ";"Tilburg                                 ";"Wijk      ";"WK085566  ";"1"
"15120";"BU08556601";"Tilburg                                 ";"Buurt     ";"BU08556601";"1"
"15121";"BU08556602";"Tilburg                                 ";"Buurt     ";"BU08556602";"1"
"15122";"BU08556603";"Tilburg                                 ";"Buurt     ";"BU08556603";"1"
"15123";"BU08556604";"Tilburg                                 ";"Buurt     ";"BU08556604";"1"
"15124";"BU08556605";"Tilburg                                 ";"Buurt     ";"BU08556605";"1"
"15125";"BU08556606";"Tilburg                                 ";"Buurt     ";"BU08556606";"1"
"15126";"BU08556607";"Tilburg                                 ";"Buurt     ";"BU08556607";"1"
"15127";"BU08556608";"Tilburg                                 ";"Buurt     ";"BU08556608";"1"
"15128";"BU08556609";"Tilburg                                 ";"Buurt     ";"BU08556609";"1"
"15129";"BU08556610";"Tilburg                                 ";"Buurt     ";"BU08556610";"1"
"15130";"BU08556611";"Tilburg                                 ";"Buurt     ";"BU08556611";"1"
"15131";"BU08556612";"Tilburg                                 ";"Buurt     ";"BU08556612";"1"
"15132";"BU08556613";"Tilburg                                 ";"Buurt     ";"BU08556613";"1"
"15133";"BU08556614";"Tilburg                                 ";"Buurt     ";"BU08556614";"1"
"15134";"BU08556615";"Tilburg                                 ";"Buurt     ";"BU08556615";"1"
"15135";"BU08556616";"Tilburg                                 ";"Buurt     ";"BU08556616";"1"
"15136";"BU08556617";"Tilburg                                 ";"Buurt     ";"BU08556617";"1"
"15137";"BU08556618";"Tilburg                                 ";"Buurt     ";"BU08556618";"1"
"15138";"BU08556619";"Tilburg                                 ";"Buurt     ";"BU08556619";"1"
"15139";"BU08556620";"Tilburg                                 ";"Buurt     ";"BU08556620";"1"
"15140";"WK085567  ";"Tilburg                                 ";"Wijk      ";"WK085567  ";"1"
"15141";"BU08556701";"Tilburg                                 ";"Buurt     ";"BU08556701";"1"
"15142";"BU08556702";"Tilburg                                 ";"Buurt     ";"BU08556702";"1"
"15143";"BU08556703";"Tilburg                                 ";"Buurt     ";"BU08556703";"1"
